x,y,yaw
-1.7432,1.1058,1.9480894336408552
-1.7442,1.1082,1.9487919697700427
-1.7512,1.126,1.9488959527089438
-1.7648,1.16,1.9488393306895178
-1.7847,1.2102,1.9488382471493375
-1.8115,1.2777,1.9488360415330304
-1.8447,1.3612,1.9488354380076853
-1.8835,1.459,1.9489464275998194
-1.9291,1.5739,1.9489465027241093
-1.98,1.702,1.9489462192393692
-2.0367,1.8447,1.9489465423139039
-2.1002,2.0048,1.9489462844666356
-2.1684,2.1764,1.9489462975554586
-2.2435,2.3654,1.9489465265764845
-2.3228,2.5651,1.9487808306666194
-2.4075,2.7784,1.9487810372805505
-2.4913,2.9895,1.9487808355434044
-2.5657,3.1768,1.9488333798384674
-2.6333,3.3471,1.9488336436854177
-2.6927,3.4977,1.9487230653791947
-2.7394,3.6276,1.9342671462265204
-2.772,3.74,1.8837544023286747
-2.7909,3.8357,1.8076167520075148
-2.7984,3.9103,1.7151520359109258
-2.7981,3.983,1.620343147535335
-2.786,4.0688,1.502607606736749
-2.7548,4.1684,1.3509562323824935
-2.6987,4.275,1.17122113774656
-2.6223,4.3764,0.9965785706782168
-2.5484,4.4537,0.8546663462199234
-2.4828,4.5133,0.7671080264863607
-2.4288,4.5592,0.702783548196231
-2.3894,4.5922,0.702783548196231
-2.3653,4.6124,0.7018677146956831
-2.3574,4.6189,0.7021156464970867
-2.3555,4.6204,0.7022307254259068
-2.3412,4.6324,0.7022264326265729
-2.3128,4.6563,0.7023907134471411
-2.264,4.6976,0.7023528676291232
-2.2077,4.7452,0.7023699149831799
-2.1386,4.8037,0.7023803416447669
-2.0563,4.8717,0.6995924138610656
-1.9569,4.9465,0.6709067907141869
-1.8564,5.0101,0.6028061556534624
-1.7685,5.0576,0.5207281049609309
-1.6952,5.0945,0.4772040232630539
-1.6402,5.1219,0.4644899689435801
-1.6016,5.1412,0.4645624730538388
-1.5803,5.1518,0.4645816396871752
-1.5786,5.1528,0.4646008777307904
-1.5788,5.1526,0.4640426006568494
-1.579,5.1525,0.46400927619779075
-1.5791,5.1524,0.4640211916219069
-1.5792,5.1523,0.4640272597039022
-1.5787,5.1526,0.4640350556207926
-1.5668,5.1585,0.46276934763890254
-1.5391,5.1708,0.4389091938521238
-1.4948,5.1869,0.3853360611249774
-1.4331,5.2032,0.3034960556916467
-1.3563,5.2161,0.21109813956084203
-1.2903,5.2222,0.1235778437886914
-1.2435,5.2247,0.06950159679897384
-1.215,5.2257,0.044920164818594566
-1.2081,5.2259,0.037370976717863776
-1.1991,5.2262,0.0373828227327536
-1.1729,5.2272,0.0373828227327536
-1.1271,5.2289,0.03739150907132806
-1.0653,5.2312,0.03739422674619013
-0.985,5.2342,0.03739913209843694
-0.8891,5.2378,0.03739913209843694
-0.7769,5.242,0.03740076870440796
-0.6486,5.2463,0.037402062090110176
-0.5025,5.2458,0.018776307270297537
-0.3427,5.2319,-0.04307374708102754
-0.1858,5.1983,-0.15349116860836345
-0.0544,5.152,-0.2847387664476157
0.0524,5.1001,-0.40318046472428376
0.1326,5.0509,-0.5063963803559409
0.1901,5.0074,-0.5994308072563816
0.2272,4.9725,-0.7011077806884355
0.2495,4.9479,-0.7893975527255181
0.2576,4.9385,-0.8471995464459965
0.2573,4.9386,-0.8702025200618033
0.257,4.9388,-0.8700349419934492
0.2568,4.9389,-0.8698544495176179
0.2567,4.939,-0.8697447221461826
0.2566,4.939,-0.8697447221461826
0.2565,4.9391,-0.8697240394974508
0.2568,4.9387,-0.8697133205769931
0.2652,4.9287,-0.8707866610453385
0.2831,4.9054,-0.8942587520550429
0.3084,4.8675,-1.0261887259030038
0.3389,4.8113,-1.0261887259030038
0.3679,4.7435,-1.1220724354531801
0.3864,4.6903,-1.2081362855291709
0.3977,4.6531,-1.278600337859815
0.4032,4.6345,-1.278600337859815
0.4031,4.6346,-1.2846728068302682
0.4031,4.6348,-1.2848193605901512
0.403,4.6349,-1.2848193605901512
0.403,4.6349,-1.284692859402131
0.403,4.635,-1.284691053891407
0.403,4.635,-1.2846881050705272
0.4029,4.6351,-1.28468731923881
0.4029,4.6351,-1.2846859346432145
0.4029,4.6351,-1.2846845850684891
0.4029,4.6351,-1.2846832705134963
0.4031,4.6345,-1.2846839020248466
0.4071,4.621,-1.2846838583785796
0.4161,4.5904,-1.2846835721746697
0.4303,4.5422,-1.284723452210784
0.4491,4.4782,-1.284723452210784
0.4728,4.3974,-1.284722152454812
0.4936,4.327,-1.2846830516365786
0.5091,4.2742,-1.2846830516365786
0.519,4.2404,-1.2846806895417566
0.5232,4.2261,-1.2846431125021829
0.5232,4.2263,-1.2846405126597298
0.5232,4.2264,-1.2846405126597298
0.5231,4.2266,-1.2846818692298485
0.5231,4.2267,-1.2846833521286845
0.5231,4.2267,-1.2846833521286845
0.5231,4.2268,-1.2846812292224132
0.523,4.2268,-1.2846806314620585
0.523,4.2269,-1.2846819735894435
0.523,4.2269,-1.2846819735894435
0.523,4.2269,-1.284682627701771
0.523,4.2269,-1.2846832705134963
0.523,4.2269,-1.2846813459096922
0.523,4.2269,-1.2846819909771177
0.523,4.2269,-1.2846819909771177
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.523,4.2269,-1.284682624744259
0.5255,4.2185,-1.284682624744259
0.5332,4.1923,-1.2846831133113625
0.5458,4.1496,-1.2845631178528534
0.562,4.0946,-1.2845626333335105
0.5737,4.0547,-1.2845618771404113
0.5799,4.0335,-1.2846831971291481
0.5805,4.0317,-1.2846811880017146
0.5844,4.0183,-1.2848017280013753
0.5936,3.9872,-1.2846813824809018
0.6055,3.9465,-1.2846820801809864
0.6133,3.92,-1.284681547907689
0.6188,3.9013,-1.2846799434465332
0.6293,3.8657,-1.284680746458255
0.6448,3.8129,-1.2846815775078897
0.6618,3.7554,-1.2845614645870105
0.6735,3.7155,-1.2846830830535958
0.6815,3.6884,-1.2846813081762836
0.6936,3.6473,-1.2846799434465332
0.7107,3.589,-1.2846820604987883
0.7277,3.5313,-1.2845609750172524
0.7393,3.4918,-1.2846814852224184
0.7458,3.4699,-1.2846812292224132
0.7461,3.4686,-1.2846422579963088
0.7461,3.4688,-1.2846396319302222
0.746,3.4689,-1.2846398401856207
0.746,3.469,-1.28468110207217
0.746,3.4691,-1.2846804502423033
0.746,3.4691,-1.2846812292224132
0.746,3.4692,-1.284681269280563
0.746,3.4692,-1.2846826294989835
0.746,3.4692,-1.284683944512759
0.746,3.4693,-1.284682627701771
0.7459,3.4693,-1.2846832705134963
0.7459,3.4693,-1.2846813459096922
0.7459,3.4693,-1.2846819909771177
0.7459,3.4693,-1.2846819909771177
0.7459,3.4693,-1.2846819909771177
0.7459,3.4693,-1.284682624744259
0.7459,3.4693,-1.284682624744259
0.7459,3.4693,-1.284682624744259
0.7459,3.4693,-1.284682624744259
0.7459,3.4693,-1.284682624744259
0.7459,3.4693,-1.284682624744259
0.746,3.4693,-1.284682624744259
